"840_2 - RawData"
"Wavelength nm.","T%"
190.00,0.0385
192.00,0.0402
194.00,0.0420
196.00,0.0431
198.00,0.0448
200.00,0.0465
202.00,0.0466
204.00,0.0461
206.00,0.0464
208.00,0.0480
210.00,0.0489
212.00,0.0489
214.00,0.0485
216.00,0.0491
218.00,0.0498
220.00,0.0500
222.00,0.0499
224.00,0.0501
226.00,0.0501
228.00,0.0499
230.00,0.0502
232.00,0.0512
234.00,0.0518
236.00,0.0510
238.00,0.0506
240.00,0.0507
242.00,0.0514
244.00,0.0517
246.00,0.0523
248.00,0.0522
250.00,0.0519
252.00,0.0512
254.00,0.0508
256.00,0.0508
258.00,0.0505
260.00,0.0510
262.00,0.0514
264.00,0.0521
266.00,0.0520
268.00,0.0519
270.00,0.0517
272.00,0.0514
274.00,0.0517
276.00,0.0520
278.00,0.0525
280.00,0.0526
282.00,0.0527
284.00,0.0528
286.00,0.0528
288.00,0.0525
290.00,0.0529
292.00,0.0531
294.00,0.0478
296.00,0.0431
298.00,0.0383
300.00,0.0389
302.00,0.0388
304.00,0.0391
306.00,0.0396
308.00,0.0398
310.00,0.0401
312.00,0.0404
314.00,0.0405
316.00,0.0411
318.00,0.0420
320.00,0.0433
322.00,0.0435
324.00,0.0440
326.00,0.0446
328.00,0.0458
330.00,0.0461
332.00,0.0465
334.00,0.0473
336.00,0.0487
338.00,0.0495
340.00,0.0516
342.00,0.0537
344.00,0.0569
346.00,0.0589
348.00,0.0604
350.00,0.0595
352.00,0.0565
354.00,0.0540
356.00,0.0514
358.00,0.0512
360.00,0.0505
362.00,0.0509
364.00,0.0508
366.00,0.0505
368.00,0.0513
370.00,0.0515
372.00,0.0515
374.00,0.0508
376.00,0.0502
378.00,0.0503
380.00,0.0502
382.00,0.0503
384.00,0.0502
386.00,0.0501
388.00,0.0494
390.00,0.0500
392.00,0.0510
394.00,0.0520
396.00,0.0515
398.00,0.0518
400.00,0.0516
402.00,0.0520
404.00,0.0516
406.00,0.0519
408.00,0.0524
410.00,0.0521
412.00,0.0524
414.00,0.0519
416.00,0.0519
418.00,0.0511
420.00,0.0510
422.00,0.0506
424.00,0.0515
426.00,0.0524
428.00,0.0530
430.00,0.0526
432.00,0.0509
434.00,0.0508
436.00,0.0501
438.00,0.0520
440.00,0.0511
442.00,0.0511
444.00,0.0488
446.00,0.0482
448.00,0.0488
450.00,0.0492
452.00,0.0501
454.00,0.0501
456.00,0.0510
458.00,0.0505
460.00,0.0506
462.00,0.0516
464.00,0.0546
466.00,0.0579
468.00,0.0620
470.00,0.0645
472.00,0.0651
474.00,0.0618
476.00,0.0574
478.00,0.0538
480.00,0.0528
482.00,0.0529
484.00,0.0534
486.00,0.0547
488.00,0.0574
490.00,0.0588
492.00,0.0575
494.00,0.0551
496.00,0.0530
498.00,0.0520
500.00,0.0514
502.00,0.0509
504.00,0.0512
506.00,0.0515
508.00,0.0522
510.00,0.0523
512.00,0.0522
514.00,0.0517
516.00,0.0516
518.00,0.0509
520.00,0.0510
522.00,0.0511
524.00,0.0517
526.00,0.0514
528.00,0.0514
530.00,0.0517
532.00,0.0526
534.00,0.0522
536.00,0.0521
538.00,0.0519
540.00,0.0523
542.00,0.0524
544.00,0.0526
546.00,0.0522
548.00,0.0523
550.00,0.0522
552.00,0.0530
554.00,0.0540
556.00,0.0547
558.00,0.0552
560.00,0.0547
562.00,0.0548
564.00,0.0546
566.00,0.0540
568.00,0.0537
570.00,0.0535
572.00,0.0545
574.00,0.0547
576.00,0.0563
578.00,0.0589
580.00,0.0635
582.00,0.0689
584.00,0.0741
586.00,0.0772
588.00,0.0768
590.00,0.0727
592.00,0.0673
594.00,0.0618
596.00,0.0584
598.00,0.0562
600.00,0.0552
602.00,0.0545
604.00,0.0549
606.00,0.0556
608.00,0.0572
610.00,0.0584
612.00,0.0611
614.00,0.0639
616.00,0.0687
618.00,0.0740
620.00,0.0813
622.00,0.0902
624.00,0.1009
626.00,0.1132
628.00,0.1249
630.00,0.1333
632.00,0.1352
634.00,0.1328
636.00,0.1271
638.00,0.1236
640.00,0.1206
642.00,0.1213
644.00,0.1209
646.00,0.1216
648.00,0.1207
650.00,0.1210
652.00,0.1205
654.00,0.1204
656.00,0.1210
658.00,0.1220
660.00,0.1223
662.00,0.1220
664.00,0.1212
666.00,0.1207
668.00,0.1200
670.00,0.1204
672.00,0.1215
674.00,0.1237
676.00,0.1258
678.00,0.1276
680.00,0.1289
682.00,0.1298
684.00,0.1301
686.00,0.1298
688.00,0.1298
690.00,0.1298
692.00,0.1312
694.00,0.1326
696.00,0.1359
698.00,0.1389
700.00,0.1423
702.00,0.1436
704.00,0.1436
706.00,0.1414
708.00,0.1386
710.00,0.1353
712.00,0.1333
714.00,0.1320
716.00,0.1327
718.00,0.1349
720.00,0.1570
722.00,0.1815
724.00,0.2073
726.00,0.2158
728.00,0.2225
730.00,0.2257
732.00,0.2243
734.00,0.2195
736.00,0.2133
738.00,0.2072
740.00,0.2022
742.00,0.1991
744.00,0.1979
746.00,0.1993
748.00,0.2007
750.00,0.2039
752.00,0.2086
754.00,0.2170
