"1424_1 - RawData"
"Wavelength nm.","T%"
190.00,0.0285
192.00,0.0295
194.00,0.0311
196.00,0.0326
198.00,0.0346
200.00,0.0356
202.00,0.0357
204.00,0.0357
206.00,0.0364
208.00,0.0372
210.00,0.0374
212.00,0.0372
214.00,0.0377
216.00,0.0378
218.00,0.0382
220.00,0.0389
222.00,0.0393
224.00,0.0392
226.00,0.0379
228.00,0.0383
230.00,0.0383
232.00,0.0385
234.00,0.0387
236.00,0.0395
238.00,0.0394
240.00,0.0380
242.00,0.0378
244.00,0.0374
246.00,0.0376
248.00,0.0368
250.00,0.0373
252.00,0.0377
254.00,0.0386
256.00,0.0385
258.00,0.0392
260.00,0.0387
262.00,0.0391
264.00,0.0384
266.00,0.0384
268.00,0.0383
270.00,0.0384
272.00,0.0383
274.00,0.0384
276.00,0.0381
278.00,0.0384
280.00,0.0383
282.00,0.0385
284.00,0.0384
286.00,0.0389
288.00,0.0388
290.00,0.0384
292.00,0.0383
294.00,0.0349
296.00,0.0316
298.00,0.0277
300.00,0.0275
302.00,0.0272
304.00,0.0271
306.00,0.0270
308.00,0.0272
310.00,0.0271
312.00,0.0286
314.00,0.0285
316.00,0.0286
318.00,0.0258
320.00,0.0267
322.00,0.0260
324.00,0.0263
326.00,0.0249
328.00,0.0253
330.00,0.0261
332.00,0.0262
334.00,0.0256
336.00,0.0262
338.00,0.0272
340.00,0.0277
342.00,0.0264
344.00,0.0259
346.00,0.0263
348.00,0.0268
350.00,0.0259
352.00,0.0253
354.00,0.0256
356.00,0.0272
358.00,0.0277
360.00,0.0277
362.00,0.0270
364.00,0.0266
366.00,0.0259
368.00,0.0266
370.00,0.0266
372.00,0.0277
374.00,0.0272
376.00,0.0270
378.00,0.0264
380.00,0.0260
382.00,0.0261
384.00,0.0257
386.00,0.0265
388.00,0.0271
390.00,0.0270
392.00,0.0278
394.00,0.0273
396.00,0.0281
398.00,0.0273
400.00,0.0280
402.00,0.0283
404.00,0.0285
406.00,0.0286
408.00,0.0287
410.00,0.0297
412.00,0.0297
414.00,0.0290
416.00,0.0284
418.00,0.0283
420.00,0.0285
422.00,0.0273
424.00,0.0280
426.00,0.0269
428.00,0.0272
430.00,0.0260
432.00,0.0271
434.00,0.0274
436.00,0.0271
438.00,0.0270
440.00,0.0280
442.00,0.0287
444.00,0.0291
446.00,0.0282
448.00,0.0286
450.00,0.0288
452.00,0.0286
454.00,0.0282
456.00,0.0279
458.00,0.0279
460.00,0.0274
462.00,0.0274
464.00,0.0271
466.00,0.0277
468.00,0.0279
470.00,0.0283
472.00,0.0278
474.00,0.0270
476.00,0.0270
478.00,0.0273
480.00,0.0274
482.00,0.0279
484.00,0.0279
486.00,0.0282
488.00,0.0277
490.00,0.0281
492.00,0.0289
494.00,0.0298
496.00,0.0297
498.00,0.0287
500.00,0.0277
502.00,0.0276
504.00,0.0288
506.00,0.0289
508.00,0.0300
510.00,0.0299
512.00,0.0306
514.00,0.0282
516.00,0.0265
518.00,0.0258
520.00,0.0272
522.00,0.0275
524.00,0.0273
526.00,0.0272
528.00,0.0283
530.00,0.0287
532.00,0.0289
534.00,0.0289
536.00,0.0288
538.00,0.0286
540.00,0.0281
542.00,0.0285
544.00,0.0286
546.00,0.0288
548.00,0.0288
550.00,0.0288
552.00,0.0281
554.00,0.0270
556.00,0.0272
558.00,0.0272
560.00,0.0282
562.00,0.0277
564.00,0.0292
566.00,0.0290
568.00,0.0289
570.00,0.0283
572.00,0.0284
574.00,0.0287
576.00,0.0285
578.00,0.0285
580.00,0.0285
582.00,0.0290
584.00,0.0294
586.00,0.0297
588.00,0.0293
590.00,0.0287
592.00,0.0286
594.00,0.0282
596.00,0.0287
598.00,0.0284
600.00,0.0284
602.00,0.0283
604.00,0.0288
606.00,0.0294
608.00,0.0289
610.00,0.0277
612.00,0.0282
614.00,0.0280
616.00,0.0286
618.00,0.0278
620.00,0.0285
622.00,0.0290
624.00,0.0284
626.00,0.0287
628.00,0.0280
630.00,0.0295
632.00,0.0295
634.00,0.0292
636.00,0.0287
638.00,0.0285
640.00,0.0299
642.00,0.0301
644.00,0.0312
646.00,0.0305
648.00,0.0307
650.00,0.0294
652.00,0.0296
654.00,0.0297
656.00,0.0305
658.00,0.0309
660.00,0.0313
662.00,0.0309
664.00,0.0310
666.00,0.0304
668.00,0.0300
670.00,0.0300
672.00,0.0302
674.00,0.0308
676.00,0.0312
678.00,0.0319
680.00,0.0325
682.00,0.0328
684.00,0.0336
686.00,0.0348
688.00,0.0371
690.00,0.0401
692.00,0.0458
694.00,0.0542
696.00,0.0662
698.00,0.0822
700.00,0.1041
702.00,0.1327
