"960_1 - RawData"
"Wavelength nm.","T%"
190.00,0.0291
192.00,0.0304
194.00,0.0321
196.00,0.0337
198.00,0.0353
200.00,0.0361
202.00,0.0362
204.00,0.0372
206.00,0.0375
208.00,0.0376
210.00,0.0370
212.00,0.0372
214.00,0.0375
216.00,0.0375
218.00,0.0374
220.00,0.0375
222.00,0.0383
224.00,0.0388
226.00,0.0392
228.00,0.0392
230.00,0.0390
232.00,0.0388
234.00,0.0385
236.00,0.0388
238.00,0.0391
240.00,0.0386
242.00,0.0387
244.00,0.0385
246.00,0.0386
248.00,0.0387
250.00,0.0389
252.00,0.0395
254.00,0.0395
256.00,0.0393
258.00,0.0392
260.00,0.0392
262.00,0.0390
264.00,0.0383
266.00,0.0381
268.00,0.0388
270.00,0.0393
272.00,0.0396
274.00,0.0392
276.00,0.0393
278.00,0.0393
280.00,0.0393
282.00,0.0388
284.00,0.0391
286.00,0.0385
288.00,0.0381
290.00,0.0376
292.00,0.0378
294.00,0.0344
296.00,0.0312
298.00,0.0284
300.00,0.0285
302.00,0.0283
304.00,0.0274
306.00,0.0270
308.00,0.0265
310.00,0.0268
312.00,0.0268
314.00,0.0267
316.00,0.0264
318.00,0.0273
320.00,0.0275
322.00,0.0281
324.00,0.0276
326.00,0.0275
328.00,0.0272
330.00,0.0271
332.00,0.0277
334.00,0.0278
336.00,0.0281
338.00,0.0272
340.00,0.0269
342.00,0.0267
344.00,0.0278
346.00,0.0283
348.00,0.0285
350.00,0.0280
352.00,0.0275
354.00,0.0277
356.00,0.0278
358.00,0.0281
360.00,0.0280
362.00,0.0283
364.00,0.0276
366.00,0.0275
368.00,0.0274
370.00,0.0275
372.00,0.0281
374.00,0.0278
376.00,0.0284
378.00,0.0278
380.00,0.0280
382.00,0.0282
384.00,0.0284
386.00,0.0284
388.00,0.0282
390.00,0.0275
392.00,0.0279
394.00,0.0283
396.00,0.0292
398.00,0.0290
400.00,0.0288
402.00,0.0284
404.00,0.0285
406.00,0.0282
408.00,0.0283
410.00,0.0283
412.00,0.0284
414.00,0.0291
416.00,0.0291
418.00,0.0287
420.00,0.0291
422.00,0.0289
424.00,0.0289
426.00,0.0286
428.00,0.0289
430.00,0.0289
432.00,0.0279
434.00,0.0269
436.00,0.0276
438.00,0.0283
440.00,0.0292
442.00,0.0291
444.00,0.0287
446.00,0.0282
448.00,0.0276
450.00,0.0272
452.00,0.0271
454.00,0.0275
456.00,0.0277
458.00,0.0275
460.00,0.0270
462.00,0.0267
464.00,0.0273
466.00,0.0279
468.00,0.0293
470.00,0.0297
472.00,0.0296
474.00,0.0285
476.00,0.0278
478.00,0.0275
480.00,0.0274
482.00,0.0280
484.00,0.0282
486.00,0.0283
488.00,0.0280
490.00,0.0283
492.00,0.0287
494.00,0.0284
496.00,0.0281
498.00,0.0270
500.00,0.0280
502.00,0.0281
504.00,0.0289
506.00,0.0287
508.00,0.0286
510.00,0.0291
512.00,0.0288
514.00,0.0293
516.00,0.0290
518.00,0.0292
520.00,0.0282
522.00,0.0278
524.00,0.0274
526.00,0.0275
528.00,0.0279
530.00,0.0280
532.00,0.0287
534.00,0.0286
536.00,0.0284
538.00,0.0279
540.00,0.0280
542.00,0.0281
544.00,0.0284
546.00,0.0288
548.00,0.0284
550.00,0.0283
552.00,0.0282
554.00,0.0280
556.00,0.0284
558.00,0.0286
560.00,0.0295
562.00,0.0298
564.00,0.0297
566.00,0.0296
568.00,0.0294
570.00,0.0295
572.00,0.0298
574.00,0.0302
576.00,0.0305
578.00,0.0311
580.00,0.0316
582.00,0.0324
584.00,0.0331
586.00,0.0342
588.00,0.0352
590.00,0.0365
592.00,0.0384
594.00,0.0408
596.00,0.0439
598.00,0.0475
600.00,0.0521
602.00,0.0572
604.00,0.0631
606.00,0.0699
608.00,0.0782
610.00,0.0876
612.00,0.0973
614.00,0.1080
616.00,0.1204
618.00,0.1347
620.00,0.1499
622.00,0.1657
624.00,0.1810
626.00,0.1965
628.00,0.2102
630.00,0.2228
632.00,0.2361
634.00,0.2526
636.00,0.2754
638.00,0.3075
640.00,0.3510
642.00,0.4045
644.00,0.4591
646.00,0.5031
648.00,0.5223
650.00,0.5060
652.00,0.4563
654.00,0.3865
656.00,0.3166
658.00,0.2598
660.00,0.2204
662.00,0.1938
664.00,0.1758
666.00,0.1630
668.00,0.1549
670.00,0.1522
672.00,0.1559
674.00,0.1671
676.00,0.1869
678.00,0.2172
680.00,0.2633
682.00,0.3305
684.00,0.4237
686.00,0.5364
688.00,0.6502
690.00,0.7330
692.00,0.7566
694.00,0.7136
696.00,0.6219
698.00,0.5141
700.00,0.4151
702.00,0.3372
704.00,0.2812
706.00,0.2428
708.00,0.2161
710.00,0.1970
712.00,0.1839
714.00,0.1755
716.00,0.1700
718.00,0.1664
720.00,0.1698
722.00,0.1742
724.00,0.1795
726.00,0.1807
728.00,0.1835
730.00,0.1863
732.00,0.1893
734.00,0.1931
736.00,0.1980
738.00,0.2038
740.00,0.2101
742.00,0.2186
744.00,0.2297
746.00,0.2434
748.00,0.2592
750.00,0.2780
752.00,0.2985
754.00,0.3211
756.00,0.3429
758.00,0.3626
760.00,0.3753
762.00,0.3791
764.00,0.3719
766.00,0.3551
768.00,0.3299
770.00,0.2993
772.00,0.2663
774.00,0.2342
776.00,0.2059
778.00,0.1810
780.00,0.1613
782.00,0.1447
784.00,0.1320
786.00,0.1206
788.00,0.1118
790.00,0.1040
792.00,0.0983
794.00,0.0932
796.00,0.0896
798.00,0.0861
800.00,0.0840
802.00,0.0821
804.00,0.0806
806.00,0.0793
808.00,0.0790
810.00,0.0790
812.00,0.0791
814.00,0.0787
816.00,0.0789
818.00,0.0791
820.00,0.0802
822.00,0.0813
824.00,0.0824
826.00,0.0841
828.00,0.0861
830.00,0.0915
832.00,0.0953
834.00,0.1025
836.00,0.1078
838.00,0.1129
840.00,0.1188
842.00,0.1264
844.00,0.1355
846.00,0.1463
848.00,0.1584
850.00,0.1704
852.00,0.1864
854.00,0.2048
856.00,0.2314
858.00,0.2604
860.00,0.2967
862.00,0.3358
864.00,0.3860
866.00,0.4469
868.00,0.5241
870.00,0.6171
872.00,0.7338
874.00,0.8801
876.00,1.0650
878.00,1.3003
880.00,1.5970
882.00,1.9732
884.00,2.4541
886.00,3.0571
888.00,3.8333
890.00,4.8112
892.00,6.0451
894.00,7.5496
896.00,9.3282
898.00,11.3901
900.00,13.7754
902.00,16.4318
904.00,19.2417
906.00,22.0090
908.00,24.6706
910.00,27.2015
912.00,29.5543
914.00,31.7072
916.00,33.6315
918.00,35.3547
920.00,36.8827
922.00,38.2063
924.00,39.3743
926.00,40.3907
928.00,41.2941
930.00,42.0610
932.00,42.7076
934.00,43.2308
936.00,43.6394
938.00,43.9319
940.00,44.1326
942.00,44.2703
944.00,44.3706
946.00,44.4437
948.00,44.4943
950.00,44.5277
952.00,44.5595
954.00,44.5931
956.00,44.6303
958.00,44.6794
960.00,44.7499
962.00,44.8351
964.00,44.9132
966.00,44.9873
968.00,45.0594
970.00,45.1328
972.00,45.1882
974.00,45.2458
976.00,45.2928
978.00,45.3349
980.00,45.3337
982.00,45.2785
984.00,45.1500
986.00,44.9183
988.00,44.5319
990.00,43.9380
992.00,43.0637
994.00,41.8767
996.00,40.3447
998.00,38.4247
1000.00,36.0777
1002.00,33.3739
1004.00,30.4717
1006.00,27.5251
1008.00,24.6078
1010.00,21.7502
1012.00,19.0087
1014.00,16.4216
1016.00,14.1036
1018.00,12.0678
1020.00,10.3325
1022.00,8.8303
1024.00,7.5564
1026.00,6.4731
1028.00,5.5675
1030.00,4.8048
1032.00,4.1724
1034.00,3.6349
1036.00,3.1872
1038.00,2.8080
1040.00,2.4925
1042.00,2.2209
1044.00,1.9873
1046.00,1.7855
1048.00,1.6113
1050.00,1.4587
1052.00,1.3261
1054.00,1.2110
1056.00,1.1112
1058.00,1.0229
1060.00,0.9462
1062.00,0.8785
1064.00,0.8195
1066.00,0.7666
1068.00,0.7202
1070.00,0.6784
1072.00,0.6419
1074.00,0.6094
1076.00,0.5806
1078.00,0.5540
1080.00,0.5304
1082.00,0.5083
1084.00,0.4889
1086.00,0.4713
1088.00,0.4561
1090.00,0.4421
1092.00,0.4291
1094.00,0.4174
1096.00,0.4072
1098.00,0.3982
1100.00,0.3897
1102.00,0.3824
1104.00,0.3758
1106.00,0.3703
1108.00,0.3652
1110.00,0.3610
1112.00,0.3576
1114.00,0.3550
1116.00,0.3529
1118.00,0.3510
1120.00,0.3498
1122.00,0.3489
1124.00,0.3485
1126.00,0.3486
1128.00,0.3493
1130.00,0.3508
1132.00,0.3528
1134.00,0.3550
1136.00,0.3577
1138.00,0.3605
1140.00,0.3642
1142.00,0.3679
1144.00,0.3724
1146.00,0.3776
1148.00,0.3831
1150.00,0.3879
1152.00,0.3925
1154.00,0.3976
1156.00,0.4027
1158.00,0.4076
1160.00,0.4125
1162.00,0.4183
1164.00,0.4235
1166.00,0.4293
1168.00,0.4339
1170.00,0.4384
1172.00,0.4418
1174.00,0.4454
1176.00,0.4481
1178.00,0.4507
1180.00,0.4525
1182.00,0.4538
1184.00,0.4545
1186.00,0.4540
1188.00,0.4534
1190.00,0.4515
1192.00,0.4491
1194.00,0.4458
1196.00,0.4420
1198.00,0.4375
1200.00,0.4323
1202.00,0.4266
1204.00,0.4208
1206.00,0.4146
1208.00,0.4084
1210.00,0.4019
1212.00,0.3956
1214.00,0.3891
1216.00,0.3829
1218.00,0.3767
1220.00,0.3707
1222.00,0.3644
1224.00,0.3585
1226.00,0.3530
1228.00,0.3481
1230.00,0.3429
1232.00,0.3382
1234.00,0.3337
1236.00,0.3297
1238.00,0.3261
1240.00,0.3225
1242.00,0.3194
1244.00,0.3168
1246.00,0.3149
1248.00,0.3132
1250.00,0.3121
1252.00,0.3107
1254.00,0.3099
1256.00,0.3089
1258.00,0.3087
1260.00,0.3089
1262.00,0.3091
1264.00,0.3097
1266.00,0.3102
1268.00,0.3112
1270.00,0.3130
1272.00,0.3151
1274.00,0.3177
1276.00,0.3198
1278.00,0.3226
1280.00,0.3255
1282.00,0.3288
1284.00,0.3327
1286.00,0.3370
1288.00,0.3414
