"1070_1 - RawData"
"Wavelength nm.","T%"
190.00,0.0201
192.00,0.0211
194.00,0.0226
196.00,0.0230
198.00,0.0232
200.00,0.0229
202.00,0.0236
204.00,0.0230
206.00,0.0226
208.00,0.0218
210.00,0.0223
212.00,0.0232
214.00,0.0247
216.00,0.0254
218.00,0.0260
220.00,0.0261
222.00,0.0259
224.00,0.0254
226.00,0.0250
228.00,0.0257
230.00,0.0254
232.00,0.0253
234.00,0.0246
236.00,0.0252
238.00,0.0252
240.00,0.0254
242.00,0.0252
244.00,0.0252
246.00,0.0252
248.00,0.0258
250.00,0.0260
252.00,0.0261
254.00,0.0259
256.00,0.0258
258.00,0.0252
260.00,0.0249
262.00,0.0247
264.00,0.0250
266.00,0.0252
268.00,0.0248
270.00,0.0250
272.00,0.0251
274.00,0.0253
276.00,0.0249
278.00,0.0253
280.00,0.0251
282.00,0.0247
284.00,0.0237
286.00,0.0239
288.00,0.0249
290.00,0.0255
292.00,0.0260
294.00,0.0237
296.00,0.0206
298.00,0.0180
300.00,0.0174
302.00,0.0179
304.00,0.0176
306.00,0.0170
308.00,0.0171
310.00,0.0169
312.00,0.0177
314.00,0.0170
316.00,0.0177
318.00,0.0174
320.00,0.0179
322.00,0.0176
324.00,0.0175
326.00,0.0174
328.00,0.0176
330.00,0.0175
332.00,0.0173
334.00,0.0166
336.00,0.0173
338.00,0.0175
340.00,0.0191
342.00,0.0189
344.00,0.0189
346.00,0.0175
348.00,0.0167
350.00,0.0169
352.00,0.0179
354.00,0.0180
356.00,0.0179
358.00,0.0175
360.00,0.0180
362.00,0.0170
364.00,0.0165
366.00,0.0157
368.00,0.0162
370.00,0.0170
372.00,0.0172
374.00,0.0173
376.00,0.0173
378.00,0.0177
380.00,0.0180
382.00,0.0176
384.00,0.0176
386.00,0.0171
388.00,0.0178
390.00,0.0179
392.00,0.0175
394.00,0.0170
396.00,0.0167
398.00,0.0174
400.00,0.0172
402.00,0.0171
404.00,0.0174
406.00,0.0176
408.00,0.0175
410.00,0.0173
412.00,0.0172
414.00,0.0176
416.00,0.0177
418.00,0.0177
420.00,0.0180
422.00,0.0180
424.00,0.0182
426.00,0.0172
428.00,0.0167
430.00,0.0163
432.00,0.0165
434.00,0.0161
436.00,0.0165
438.00,0.0166
440.00,0.0172
442.00,0.0165
444.00,0.0162
446.00,0.0156
448.00,0.0157
450.00,0.0153
452.00,0.0154
454.00,0.0167
456.00,0.0175
458.00,0.0179
460.00,0.0168
462.00,0.0168
464.00,0.0170
466.00,0.0172
468.00,0.0172
470.00,0.0173
472.00,0.0169
474.00,0.0166
476.00,0.0167
478.00,0.0169
480.00,0.0167
482.00,0.0163
484.00,0.0161
486.00,0.0166
488.00,0.0162
490.00,0.0168
492.00,0.0171
494.00,0.0173
496.00,0.0169
498.00,0.0164
500.00,0.0163
502.00,0.0165
504.00,0.0161
506.00,0.0172
508.00,0.0168
510.00,0.0169
512.00,0.0162
514.00,0.0163
516.00,0.0162
518.00,0.0161
520.00,0.0161
522.00,0.0162
524.00,0.0164
526.00,0.0165
528.00,0.0167
530.00,0.0169
532.00,0.0167
534.00,0.0163
536.00,0.0157
538.00,0.0157
540.00,0.0153
542.00,0.0157
544.00,0.0157
546.00,0.0161
548.00,0.0158
550.00,0.0156
552.00,0.0157
554.00,0.0155
556.00,0.0158
558.00,0.0156
560.00,0.0157
562.00,0.0156
564.00,0.0159
566.00,0.0159
568.00,0.0163
570.00,0.0164
572.00,0.0169
574.00,0.0167
576.00,0.0169
578.00,0.0170
580.00,0.0175
582.00,0.0177
584.00,0.0180
586.00,0.0182
588.00,0.0188
590.00,0.0191
592.00,0.0199
594.00,0.0200
596.00,0.0208
598.00,0.0212
600.00,0.0225
602.00,0.0229
604.00,0.0247
606.00,0.0254
608.00,0.0277
610.00,0.0286
612.00,0.0298
614.00,0.0298
616.00,0.0301
618.00,0.0310
620.00,0.0314
622.00,0.0316
624.00,0.0322
626.00,0.0335
628.00,0.0351
630.00,0.0357
632.00,0.0391
634.00,0.0429
636.00,0.0488
638.00,0.0553
640.00,0.0663
642.00,0.0828
644.00,0.1063
646.00,0.1372
648.00,0.1735
650.00,0.2109
652.00,0.2422
654.00,0.2627
656.00,0.2695
658.00,0.2673
660.00,0.2604
662.00,0.2551
664.00,0.2541
666.00,0.2614
668.00,0.2825
670.00,0.3264
672.00,0.4059
674.00,0.5368
676.00,0.7414
678.00,1.0315
680.00,1.3896
682.00,1.7510
684.00,2.0195
686.00,2.1200
688.00,2.0383
690.00,1.8377
692.00,1.5990
694.00,1.3818
696.00,1.1969
698.00,1.0333
700.00,0.8752
702.00,0.7191
704.00,0.5702
706.00,0.4381
708.00,0.3275
710.00,0.2433
712.00,0.1814
714.00,0.1393
716.00,0.1093
718.00,0.0888
720.00,0.0788
722.00,0.0728
724.00,0.0688
726.00,0.0620
728.00,0.0570
730.00,0.0534
732.00,0.0503
734.00,0.0480
736.00,0.0464
738.00,0.0458
740.00,0.0450
742.00,0.0445
744.00,0.0440
746.00,0.0442
748.00,0.0446
750.00,0.0453
752.00,0.0461
754.00,0.0468
756.00,0.0486
758.00,0.0508
760.00,0.0540
762.00,0.0568
764.00,0.0615
766.00,0.0675
768.00,0.0760
770.00,0.0877
772.00,0.1036
774.00,0.1274
776.00,0.1625
778.00,0.2180
780.00,0.2969
782.00,0.3997
784.00,0.5151
786.00,0.6204
788.00,0.6862
790.00,0.6906
792.00,0.6348
794.00,0.5393
796.00,0.4342
798.00,0.3418
800.00,0.2722
802.00,0.2237
804.00,0.1907
806.00,0.1675
808.00,0.1511
810.00,0.1391
812.00,0.1309
814.00,0.1247
816.00,0.1204
818.00,0.1178
820.00,0.1167
822.00,0.1167
824.00,0.1177
826.00,0.1192
828.00,0.1218
830.00,0.1288
832.00,0.1329
834.00,0.1420
836.00,0.1481
838.00,0.1547
840.00,0.1610
842.00,0.1687
844.00,0.1768
846.00,0.1833
848.00,0.1883
850.00,0.1913
852.00,0.1897
854.00,0.1954
856.00,0.2051
858.00,0.2079
860.00,0.1992
862.00,0.1893
864.00,0.1894
866.00,0.1885
868.00,0.1832
870.00,0.1792
872.00,0.1738
874.00,0.1693
876.00,0.1649
878.00,0.1660
880.00,0.1660
882.00,0.1600
884.00,0.1565
886.00,0.1518
888.00,0.1507
890.00,0.1450
892.00,0.1442
894.00,0.1441
896.00,0.1470
898.00,0.1482
900.00,0.1520
902.00,0.1561
904.00,0.1601
906.00,0.1638
908.00,0.1677
910.00,0.1729
912.00,0.1797
914.00,0.1867
916.00,0.1954
918.00,0.2050
920.00,0.2153
922.00,0.2270
924.00,0.2396
926.00,0.2564
928.00,0.2752
930.00,0.2966
932.00,0.3215
934.00,0.3495
936.00,0.3819
938.00,0.4170
940.00,0.4563
942.00,0.5021
944.00,0.5555
946.00,0.6212
948.00,0.6965
950.00,0.7842
952.00,0.8859
954.00,1.0046
956.00,1.1453
958.00,1.3085
960.00,1.5030
962.00,1.7333
964.00,2.0097
966.00,2.3357
968.00,2.7112
970.00,3.1508
972.00,3.6619
974.00,4.2754
976.00,4.9677
978.00,5.7567
980.00,6.6352
982.00,7.6205
984.00,8.6973
986.00,9.8653
988.00,11.1059
990.00,12.4101
992.00,13.7451
994.00,15.0898
996.00,16.4135
998.00,17.7169
1000.00,19.0127
1002.00,20.2742
1004.00,21.4775
1006.00,22.6134
1008.00,23.7073
1010.00,24.7878
1012.00,25.8777
1014.00,27.0098
1016.00,28.1784
1018.00,29.3765
1020.00,30.5956
1022.00,31.8461
1024.00,33.1141
1026.00,34.4162
1028.00,35.7172
1030.00,37.0262
1032.00,38.3137
1034.00,39.5983
1036.00,40.8504
1038.00,42.0502
1040.00,43.1751
1042.00,44.2105
1044.00,45.1549
1046.00,46.0013
1048.00,46.7518
1050.00,47.4057
1052.00,47.9485
1054.00,48.3858
1056.00,48.7007
1058.00,48.9014
1060.00,48.9897
1062.00,48.9812
1064.00,48.8857
1066.00,48.7003
1068.00,48.4401
1070.00,48.1121
1072.00,47.7449
1074.00,47.3371
1076.00,46.9017
1078.00,46.4527
1080.00,46.0006
1082.00,45.5523
1084.00,45.1161
1086.00,44.7119
1088.00,44.3546
1090.00,44.0559
1092.00,43.8227
1094.00,43.6729
1096.00,43.6009
1098.00,43.6247
1100.00,43.7406
1102.00,43.9447
1104.00,44.2042
1106.00,44.4965
1108.00,44.7711
1110.00,44.9876
1112.00,45.0705
1114.00,44.9494
1116.00,44.5292
1118.00,43.7106
1120.00,42.4036
1122.00,40.5768
1124.00,38.2524
1126.00,35.5057
1128.00,32.4569
