"1700_1 - RawData"
"Wavelength nm.","T%"
190.00,0.0222
192.00,0.0231
194.00,0.0238
196.00,0.0252
198.00,0.0252
200.00,0.0258
202.00,0.0254
204.00,0.0254
206.00,0.0254
208.00,0.0269
210.00,0.0278
212.00,0.0283
214.00,0.0278
216.00,0.0277
218.00,0.0286
220.00,0.0282
222.00,0.0285
224.00,0.0274
226.00,0.0277
228.00,0.0272
230.00,0.0264
232.00,0.0262
234.00,0.0262
236.00,0.0274
238.00,0.0277
240.00,0.0280
242.00,0.0279
244.00,0.0280
246.00,0.0281
248.00,0.0283
250.00,0.0284
252.00,0.0286
254.00,0.0281
256.00,0.0283
258.00,0.0276
260.00,0.0281
262.00,0.0277
264.00,0.0280
266.00,0.0274
268.00,0.0269
270.00,0.0268
272.00,0.0275
274.00,0.0282
276.00,0.0282
278.00,0.0281
280.00,0.0283
282.00,0.0282
284.00,0.0278
286.00,0.0273
288.00,0.0275
290.00,0.0274
292.00,0.0278
294.00,0.0246
296.00,0.0222
298.00,0.0191
300.00,0.0194
302.00,0.0196
304.00,0.0196
306.00,0.0198
308.00,0.0197
310.00,0.0199
312.00,0.0210
314.00,0.0204
316.00,0.0202
318.00,0.0183
320.00,0.0194
322.00,0.0190
324.00,0.0190
326.00,0.0179
328.00,0.0183
330.00,0.0190
332.00,0.0194
334.00,0.0191
336.00,0.0191
338.00,0.0197
340.00,0.0201
342.00,0.0208
344.00,0.0207
346.00,0.0202
348.00,0.0204
350.00,0.0199
352.00,0.0210
354.00,0.0204
356.00,0.0212
358.00,0.0210
360.00,0.0210
362.00,0.0220
364.00,0.0249
366.00,0.0354
368.00,0.0566
370.00,0.0895
372.00,0.1471
374.00,0.4346
376.00,1.3343
378.00,2.8993
380.00,4.8309
382.00,6.2732
384.00,6.7146
386.00,6.1547
388.00,5.1921
390.00,4.5100
392.00,4.1443
394.00,3.8448
396.00,3.5404
398.00,3.5160
400.00,3.9693
402.00,4.5557
404.00,4.6712
406.00,4.0062
408.00,2.7406
410.00,1.4192
412.00,0.5302
414.00,0.1286
416.00,0.0482
418.00,0.0375
420.00,0.0323
422.00,0.0289
424.00,0.0289
426.00,0.0348
428.00,0.0483
430.00,0.0790
432.00,0.1447
434.00,0.3204
436.00,0.8838
438.00,2.1499
440.00,4.1974
442.00,6.6705
444.00,8.7004
446.00,9.6368
448.00,9.3255
450.00,8.4545
452.00,7.9002
454.00,8.1918
456.00,9.0474
458.00,9.8623
460.00,9.8750
462.00,8.9219
464.00,7.2057
466.00,5.2665
468.00,3.6848
470.00,2.5694
472.00,1.9823
474.00,1.7863
476.00,1.9505
478.00,2.3177
480.00,2.6359
482.00,2.6620
484.00,2.2768
486.00,1.5815
488.00,0.9029
490.00,0.4524
492.00,0.2732
494.00,0.2575
496.00,0.3835
498.00,0.6443
500.00,1.0540
502.00,1.5931
504.00,2.1958
506.00,2.7103
508.00,2.9244
510.00,2.6884
512.00,2.0491
514.00,1.2201
516.00,0.5576
518.00,0.2034
520.00,0.1588
522.00,0.2656
524.00,0.4388
526.00,0.6078
528.00,0.7081
530.00,0.9717
532.00,2.1504
534.00,5.2247
536.00,10.3803
538.00,16.3042
540.00,20.7883
542.00,22.1378
544.00,20.4785
546.00,17.4798
548.00,15.2351
550.00,14.7842
552.00,15.9239
554.00,17.7957
556.00,19.5144
558.00,20.7777
560.00,21.6349
562.00,22.5722
564.00,23.3160
566.00,23.2279
568.00,21.9649
570.00,20.3579
572.00,19.7994
574.00,20.8317
576.00,22.9135
578.00,24.8014
580.00,25.3414
582.00,24.4065
584.00,22.8812
586.00,22.2451
588.00,22.7862
590.00,23.4955
592.00,23.2078
594.00,21.8120
596.00,20.1861
598.00,18.9722
600.00,18.4920
602.00,19.0298
604.00,20.9977
606.00,24.2387
608.00,27.6197
