"from1 - RawData"
"Wavelength nm.","T%"
190.00,0.0433
192.00,0.0458
194.00,0.0493
196.00,0.0516
198.00,0.0532
200.00,0.0546
202.00,0.0549
204.00,0.0564
206.00,0.0556
208.00,0.0564
210.00,0.0554
212.00,0.0567
214.00,0.0569
216.00,0.0581
218.00,0.0588
220.00,0.0591
222.00,0.0601
224.00,0.0600
226.00,0.0598
228.00,0.0585
230.00,0.0584
232.00,0.0589
234.00,0.0596
236.00,0.0596
238.00,0.0600
240.00,0.0604
242.00,0.0607
244.00,0.0611
246.00,0.0611
248.00,0.0604
250.00,0.0601
252.00,0.0599
254.00,0.0605
256.00,0.0601
258.00,0.0610
260.00,0.0613
262.00,0.0625
264.00,0.0627
266.00,0.0637
268.00,0.0648
270.00,0.0659
272.00,0.0684
274.00,0.0708
276.00,0.0737
278.00,0.0760
280.00,0.0787
282.00,0.0818
284.00,0.0842
286.00,0.0856
288.00,0.0868
290.00,0.0878
292.00,0.0890
294.00,0.0814
296.00,0.0738
298.00,0.0665
300.00,0.0672
302.00,0.0682
304.00,0.0690
306.00,0.0699
308.00,0.0716
310.00,0.0731
312.00,0.0755
314.00,0.0769
316.00,0.0788
318.00,0.0811
320.00,0.0847
322.00,0.0877
324.00,0.0914
326.00,0.0947
328.00,0.0998
330.00,0.1038
332.00,0.1081
334.00,0.1122
336.00,0.1167
338.00,0.1220
340.00,0.1263
342.00,0.1304
344.00,0.1346
346.00,0.1393
348.00,0.1433
350.00,0.1472
352.00,0.1515
354.00,0.1559
356.00,0.1586
358.00,0.1602
360.00,0.1620
362.00,0.1635
364.00,0.1652
366.00,0.1671
368.00,0.1690
370.00,0.1701
372.00,0.1697
374.00,0.1700
376.00,0.1695
378.00,0.1692
380.00,0.1686
382.00,0.1682
384.00,0.1675
386.00,0.1666
388.00,0.1654
390.00,0.1646
392.00,0.1630
394.00,0.1619
396.00,0.1614
398.00,0.1614
400.00,0.1615
402.00,0.1606
404.00,0.1597
406.00,0.1588
408.00,0.1586
410.00,0.1583
412.00,0.1578
414.00,0.1571
416.00,0.1567
418.00,0.1553
420.00,0.1535
422.00,0.1517
424.00,0.1511
426.00,0.1508
428.00,0.1509
430.00,0.1514
432.00,0.1517
434.00,0.1510
436.00,0.1514
438.00,0.1520
440.00,0.1538
442.00,0.1542
444.00,0.1549
446.00,0.1550
448.00,0.1544
450.00,0.1538
452.00,0.1530
454.00,0.1526
456.00,0.1521
458.00,0.1528
460.00,0.1539
462.00,0.1551
464.00,0.1565
466.00,0.1582
468.00,0.1610
470.00,0.1630
472.00,0.1643
474.00,0.1648
476.00,0.1647
478.00,0.1641
480.00,0.1638
482.00,0.1642
484.00,0.1653
486.00,0.1661
488.00,0.1668
490.00,0.1674
492.00,0.1681
494.00,0.1686
496.00,0.1698
498.00,0.1714
500.00,0.1729
502.00,0.1733
504.00,0.1741
506.00,0.1750
508.00,0.1764
510.00,0.1767
512.00,0.1763
514.00,0.1758
516.00,0.1758
518.00,0.1770
520.00,0.1779
522.00,0.1784
524.00,0.1798
526.00,0.1814
528.00,0.1838
530.00,0.1849
532.00,0.1849
534.00,0.1846
536.00,0.1846
538.00,0.1857
540.00,0.1867
542.00,0.1879
544.00,0.1890
546.00,0.1894
548.00,0.1894
550.00,0.1892
552.00,0.1888
554.00,0.1888
556.00,0.1887
558.00,0.1896
560.00,0.1896
562.00,0.1901
564.00,0.1903
566.00,0.1907
568.00,0.1910
570.00,0.1915
572.00,0.1921
574.00,0.1924
576.00,0.1927
578.00,0.1935
580.00,0.1942
582.00,0.1945
584.00,0.1944
586.00,0.1943
588.00,0.1943
590.00,0.1941
592.00,0.1945
594.00,0.1949
596.00,0.1948
598.00,0.1949
600.00,0.1945
602.00,0.1944
604.00,0.1939
606.00,0.1937
608.00,0.1941
610.00,0.1947
612.00,0.1948
614.00,0.1955
616.00,0.1953
618.00,0.1954
620.00,0.1953
622.00,0.1954
624.00,0.1959
626.00,0.1955
628.00,0.1954
630.00,0.1957
632.00,0.1969
634.00,0.1973
636.00,0.1973
638.00,0.1966
640.00,0.1977
642.00,0.1985
644.00,0.1992
646.00,0.1996
648.00,0.2006
650.00,0.2009
652.00,0.2000
654.00,0.1990
656.00,0.1992
658.00,0.2002
660.00,0.2010
662.00,0.2020
664.00,0.2023
666.00,0.2027
668.00,0.2022
670.00,0.2028
672.00,0.2043
674.00,0.2087
676.00,0.2164
678.00,0.2278
680.00,0.2394
682.00,0.2469
684.00,0.2457
686.00,0.2372
688.00,0.2262
690.00,0.2175
692.00,0.2126
694.00,0.2104
696.00,0.2093
698.00,0.2102
700.00,0.2116
702.00,0.2170
704.00,0.2258
706.00,0.2442
708.00,0.2793
710.00,0.3543
712.00,0.5255
714.00,0.9583
716.00,2.0052
718.00,4.2905
720.00,8.2964
722.00,13.9642
724.00,20.4899
726.00,26.6757
728.00,31.4814
730.00,34.4747
732.00,36.0457
734.00,36.9924
736.00,37.9796
738.00,39.1843
740.00,40.3822
742.00,41.3244
744.00,41.8095
746.00,41.9053
748.00,41.7120
750.00,41.4272
752.00,41.1812
754.00,41.0767
