"770from2 - RawData"
"Wavelength nm.","T%"
300.00,0.0407
302.00,0.0409
304.00,0.0404
306.00,0.0405
308.00,0.0406
310.00,0.0417
312.00,0.0417
314.00,0.0418
316.00,0.0417
318.00,0.0411
320.00,0.0405
322.00,0.0399
324.00,0.0405
326.00,0.0406
328.00,0.0412
330.00,0.0407
332.00,0.0409
334.00,0.0411
336.00,0.0413
338.00,0.0414
340.00,0.0423
342.00,0.0437
344.00,0.0432
346.00,0.0427
348.00,0.0420
350.00,0.0429
352.00,0.0429
354.00,0.0428
356.00,0.0434
358.00,0.0433
360.00,0.0439
362.00,0.0437
364.00,0.0438
366.00,0.0440
368.00,0.0442
370.00,0.0444
372.00,0.0444
374.00,0.0448
376.00,0.0448
378.00,0.0447
380.00,0.0438
382.00,0.0433
384.00,0.0430
386.00,0.0426
388.00,0.0430
390.00,0.0432
392.00,0.0436
394.00,0.0424
396.00,0.0426
398.00,0.0424
400.00,0.0435
402.00,0.0440
404.00,0.0450
406.00,0.0454
408.00,0.0456
410.00,0.0451
412.00,0.0450
414.00,0.0443
416.00,0.0440
418.00,0.0435
420.00,0.0431
422.00,0.0433
424.00,0.0437
426.00,0.0438
428.00,0.0435
430.00,0.0429
432.00,0.0427
434.00,0.0432
436.00,0.0439
438.00,0.0454
440.00,0.0464
442.00,0.0471
444.00,0.0465
446.00,0.0462
448.00,0.0458
450.00,0.0455
452.00,0.0449
454.00,0.0443
456.00,0.0435
458.00,0.0435
460.00,0.0439
462.00,0.0452
464.00,0.0454
466.00,0.0458
468.00,0.0463
470.00,0.0468
472.00,0.0459
474.00,0.0448
476.00,0.0445
478.00,0.0446
480.00,0.0446
482.00,0.0449
484.00,0.0455
486.00,0.0452
488.00,0.0447
490.00,0.0437
492.00,0.0442
494.00,0.0447
496.00,0.0459
498.00,0.0468
500.00,0.0465
502.00,0.0467
504.00,0.0462
506.00,0.0463
508.00,0.0455
510.00,0.0451
512.00,0.0450
514.00,0.0448
516.00,0.0439
518.00,0.0434
520.00,0.0431
522.00,0.0437
524.00,0.0445
526.00,0.0460
528.00,0.0468
530.00,0.0475
532.00,0.0470
534.00,0.0464
536.00,0.0455
538.00,0.0456
540.00,0.0459
542.00,0.0464
544.00,0.0470
546.00,0.0472
548.00,0.0470
550.00,0.0463
552.00,0.0456
554.00,0.0450
556.00,0.0439
558.00,0.0437
560.00,0.0444
562.00,0.0446
564.00,0.0445
566.00,0.0438
568.00,0.0438
570.00,0.0439
572.00,0.0440
574.00,0.0441
576.00,0.0442
578.00,0.0445
580.00,0.0444
582.00,0.0442
584.00,0.0444
586.00,0.0441
588.00,0.0444
590.00,0.0436
592.00,0.0439
594.00,0.0434
596.00,0.0438
598.00,0.0439
600.00,0.0444
602.00,0.0443
604.00,0.0439
606.00,0.0440
608.00,0.0442
610.00,0.0445
612.00,0.0441
614.00,0.0439
616.00,0.0439
618.00,0.0439
620.00,0.0438
622.00,0.0439
624.00,0.0441
626.00,0.0444
628.00,0.0446
630.00,0.0444
632.00,0.0444
634.00,0.0447
636.00,0.0450
638.00,0.0451
640.00,0.0449
642.00,0.0456
644.00,0.0459
646.00,0.0457
648.00,0.0456
650.00,0.0463
652.00,0.0473
654.00,0.0471
656.00,0.0476
658.00,0.0474
660.00,0.0473
662.00,0.0460
664.00,0.0453
666.00,0.0455
668.00,0.0458
670.00,0.0469
672.00,0.0489
674.00,0.0539
676.00,0.0626
678.00,0.0745
680.00,0.0860
682.00,0.0924
684.00,0.0901
686.00,0.0809
688.00,0.0691
690.00,0.0600
692.00,0.0542
694.00,0.0518
696.00,0.0512
698.00,0.0527
700.00,0.0553
702.00,0.0600
704.00,0.0691
706.00,0.0888
708.00,0.1302
710.00,0.2198
712.00,0.4274
714.00,0.9466
716.00,2.1610
718.00,4.7125
720.00,9.4221
722.00,15.7021
724.00,22.5540
726.00,28.3429
728.00,32.5839
730.00,35.1521
732.00,36.5688
734.00,37.5739
736.00,38.6363
738.00,39.8013
740.00,40.8387
742.00,41.5516
744.00,41.8779
746.00,41.9078
748.00,41.7610
750.00,41.5663
752.00,41.4313
754.00,41.4169
756.00,41.5248
758.00,41.7102
760.00,41.9280
762.00,42.1276
764.00,42.2913
766.00,42.4245
768.00,42.5616
770.00,42.7201
772.00,42.8848
774.00,43.0138
776.00,43.0755
778.00,43.0309
780.00,42.8715
782.00,42.5978
784.00,42.2919
786.00,42.0615
788.00,42.0026
790.00,42.1290
792.00,42.3973
794.00,42.6865
796.00,42.8815
798.00,42.8597
800.00,42.5789
802.00,42.0377
804.00,41.3186
806.00,40.5434
808.00,39.8829
810.00,39.4768
812.00,39.4276
814.00,39.6824
816.00,39.9647
818.00,39.7707
820.00,38.5736
822.00,35.9191
824.00,31.6865
826.00,26.1079
828.00,19.8475
830.00,13.3070
832.00,7.8435
834.00,4.0455
836.00,2.1548
838.00,1.1230
840.00,0.5972
842.00,0.3395
844.00,0.2163
846.00,0.1561
848.00,0.1242
850.00,0.1032
852.00,0.0940
854.00,0.0875
856.00,0.0875
858.00,0.0839
860.00,0.0820
862.00,0.0819
864.00,0.0807
866.00,0.0798
868.00,0.0770
870.00,0.0765
872.00,0.0761
874.00,0.0759
876.00,0.0760
878.00,0.0770
880.00,0.0775
882.00,0.0771
884.00,0.0782
886.00,0.0790
888.00,0.0807
890.00,0.0811
892.00,0.0794
894.00,0.0786
896.00,0.0792
898.00,0.0798
900.00,0.0782
902.00,0.0756
904.00,0.0750
906.00,0.0749
908.00,0.0744
910.00,0.0742
912.00,0.0746
914.00,0.0746
916.00,0.0747
918.00,0.0755
920.00,0.0756
922.00,0.0752
924.00,0.0745
926.00,0.0750
928.00,0.0757
930.00,0.0757
932.00,0.0739
934.00,0.0740
936.00,0.0751
938.00,0.0771
940.00,0.0769
942.00,0.0767
944.00,0.0785
946.00,0.0833
948.00,0.0887
950.00,0.0955
952.00,0.0999
954.00,0.1012
956.00,0.0975
958.00,0.0914
960.00,0.0845
962.00,0.0791
964.00,0.0764
966.00,0.0752
968.00,0.0751
970.00,0.0748
972.00,0.0747
974.00,0.0747
976.00,0.0751
978.00,0.0750
980.00,0.0745
982.00,0.0741
984.00,0.0748
986.00,0.0749
988.00,0.0750
990.00,0.0742
992.00,0.0738
994.00,0.0738
996.00,0.0736
998.00,0.0742
1000.00,0.0743
1002.00,0.0746
1004.00,0.0744
1006.00,0.0745
1008.00,0.0748
1010.00,0.0749
1012.00,0.0748
1014.00,0.0748
1016.00,0.0748
1018.00,0.0749
1020.00,0.0745
1022.00,0.0749
1024.00,0.0751
1026.00,0.0755
1028.00,0.0751
1030.00,0.0748
1032.00,0.0747
1034.00,0.0749
1036.00,0.0748
1038.00,0.0750
1040.00,0.0750
1042.00,0.0751
1044.00,0.0752
1046.00,0.0755
1048.00,0.0756
1050.00,0.0754
1052.00,0.0749
1054.00,0.0748
1056.00,0.0752
1058.00,0.0761
1060.00,0.0770
1062.00,0.0771
1064.00,0.0767
1066.00,0.0765
1068.00,0.0764
1070.00,0.0764
1072.00,0.0763
1074.00,0.0760
1076.00,0.0762
1078.00,0.0769
1080.00,0.0776
1082.00,0.0782
1084.00,0.0784
1086.00,0.0795
1088.00,0.0809
1090.00,0.0850
1092.00,0.0934
1094.00,0.1095
1096.00,0.1324
1098.00,0.1581
1100.00,0.1776
1102.00,0.1830
1104.00,0.1728
1106.00,0.1527
1108.00,0.1317
1110.00,0.1155
1112.00,0.1063
1114.00,0.1021
1116.00,0.1010
1118.00,0.1011
1120.00,0.1031
1122.00,0.1064
1124.00,0.1111
1126.00,0.1162
1128.00,0.1221
1130.00,0.1284
1132.00,0.1347
1134.00,0.1404
1136.00,0.1455
1138.00,0.1496
1140.00,0.1534
1142.00,0.1577
1144.00,0.1641
1146.00,0.1742
1148.00,0.1895
1150.00,0.2128
1152.00,0.2483
1154.00,0.3027
1156.00,0.3807
1158.00,0.4770
1160.00,0.5760
1162.00,0.6525
1164.00,0.6852
1166.00,0.6651
1168.00,0.6026
1170.00,0.5195
1172.00,0.4388
1174.00,0.3732
1176.00,0.3282
1178.00,0.3002
1180.00,0.2855
1182.00,0.2807
1184.00,0.2835
1186.00,0.2938
1188.00,0.3121
1190.00,0.3402
1192.00,0.3785
1194.00,0.4300
1196.00,0.4966
1198.00,0.5805
1200.00,0.6807
1202.00,0.8008
1204.00,0.9404
1206.00,1.0966
1208.00,1.2629
1210.00,1.4349
1212.00,1.6201
1214.00,1.8206
1216.00,2.0569
1218.00,2.3436
1220.00,2.7214
1222.00,3.2282
1224.00,3.9420
1226.00,4.9293
1228.00,6.3103
1230.00,8.1209
1232.00,10.3910
1234.00,12.8961
1236.00,15.4156
1238.00,17.5787
1240.00,19.1842
1242.00,20.1068
1244.00,20.4806
1246.00,20.5665
1248.00,20.6681
1250.00,21.0424
1252.00,21.8640
1254.00,23.2117
1256.00,25.0850
1258.00,27.3469
1260.00,29.7769
1262.00,32.0187
1264.00,33.7152
1266.00,34.5739
1268.00,34.4890
1270.00,33.5671
1272.00,32.0571
1274.00,30.2766
1276.00,28.4940
1278.00,26.9398
1280.00,25.7147
1282.00,24.8532
1284.00,24.2749
1286.00,23.8852
1288.00,23.5671
1290.00,23.2160
1292.00,22.7325
1294.00,22.0643
1296.00,21.1792
1298.00,20.1494
1300.00,19.0040
1302.00,17.8217
1304.00,16.6360
1306.00,15.5484
1308.00,14.6369
1310.00,13.9757
1312.00,13.5793
1314.00,13.4438
1316.00,13.5477
1318.00,13.9127
1320.00,14.5764
1322.00,15.5809
1324.00,16.9771
1326.00,18.7790
1328.00,21.0587
1330.00,23.7946
1332.00,26.9185
1334.00,30.1470
1336.00,33.1107
1338.00,35.4223
1340.00,36.8339
1342.00,37.2464
1344.00,36.6972
1346.00,35.3418
1348.00,33.4869
1350.00,31.4408
1352.00,29.4896
1354.00,27.7872
1356.00,26.4120
1358.00,25.3847
1360.00,24.7096
1362.00,24.4061
1364.00,24.4619
1366.00,24.8576
1368.00,25.5484
1370.00,26.5031
1372.00,27.6487
1374.00,28.9304
1376.00,30.2940
1378.00,31.7260
1380.00,33.2090
1382.00,34.6775
1384.00,36.0646
1386.00,37.3095
1388.00,38.3788
1390.00,39.2984
1392.00,40.0880
1394.00,40.7810
1396.00,41.3596
1398.00,41.8196
1400.00,42.1408
1402.00,42.2961
1404.00,42.2547
1406.00,41.9818
1408.00,41.4461
1410.00,40.6089
1412.00,39.4553
1414.00,38.0253
1416.00,36.4038
1418.00,34.6424
1420.00,32.8061
1422.00,30.9542
1424.00,29.1736
1426.00,27.5296
1428.00,26.0684
1430.00,24.8356
1432.00,23.8172
1434.00,23.0113
1436.00,22.3950
1438.00,21.9652
1440.00,21.6961
1442.00,21.5765
1444.00,21.5870
1446.00,21.7015
1448.00,21.8995
1450.00,22.1395
1452.00,22.3915
1454.00,22.6119
1456.00,22.7730
1458.00,22.8431
1460.00,22.7947
1462.00,22.6170
1464.00,22.3076
1466.00,21.8771
1468.00,21.3624
1470.00,20.7994
1472.00,20.2254
1474.00,19.6541
1476.00,19.1038
1478.00,18.6068
1480.00,18.1859
1482.00,17.8657
1484.00,17.6507
1486.00,17.5488
1488.00,17.5604
1490.00,17.6977
1492.00,17.9655
1494.00,18.3691
1496.00,18.9030
1498.00,19.5563
1500.00,20.3284
1502.00,21.2013
1504.00,22.1744
1506.00,23.2019
1508.00,24.2329
1510.00,25.1901
1512.00,26.0343
1514.00,26.7152
1516.00,27.1998
1518.00,27.4547
1520.00,27.4786
1522.00,27.2815
1524.00,26.8923
1526.00,26.3549
1528.00,25.7130
1530.00,25.0085
1532.00,24.3002
1534.00,23.6453
1536.00,23.0936
1538.00,22.6571
1540.00,22.3464
1542.00,22.1580
1544.00,22.1073
1546.00,22.2045
1548.00,22.4558
1550.00,22.8602
1552.00,23.4068
1554.00,24.1054
1556.00,24.9563
1558.00,25.9804
1560.00,27.1638
1562.00,28.4882
