"1070_2 - RawData"
"Wavelength nm.","T%"
190.00,0.0316
192.00,0.0331
194.00,0.0344
196.00,0.0359
198.00,0.0364
200.00,0.0374
202.00,0.0376
204.00,0.0377
206.00,0.0378
208.00,0.0385
210.00,0.0391
212.00,0.0384
214.00,0.0385
216.00,0.0395
218.00,0.0410
220.00,0.0404
222.00,0.0390
224.00,0.0388
226.00,0.0400
228.00,0.0402
230.00,0.0405
232.00,0.0404
234.00,0.0410
236.00,0.0409
238.00,0.0410
240.00,0.0403
242.00,0.0404
244.00,0.0402
246.00,0.0414
248.00,0.0416
250.00,0.0413
252.00,0.0407
254.00,0.0406
256.00,0.0408
258.00,0.0407
260.00,0.0405
262.00,0.0407
264.00,0.0407
266.00,0.0409
268.00,0.0411
270.00,0.0410
272.00,0.0409
274.00,0.0402
276.00,0.0402
278.00,0.0404
280.00,0.0412
282.00,0.0417
284.00,0.0413
286.00,0.0411
288.00,0.0412
290.00,0.0411
292.00,0.0414
294.00,0.0369
296.00,0.0332
298.00,0.0280
300.00,0.0278
302.00,0.0277
304.00,0.0282
306.00,0.0285
308.00,0.0285
310.00,0.0282
312.00,0.0286
314.00,0.0294
316.00,0.0292
318.00,0.0296
320.00,0.0282
322.00,0.0291
324.00,0.0280
326.00,0.0288
328.00,0.0280
330.00,0.0279
332.00,0.0278
334.00,0.0283
336.00,0.0286
338.00,0.0286
340.00,0.0284
342.00,0.0285
344.00,0.0286
346.00,0.0287
348.00,0.0280
350.00,0.0280
352.00,0.0278
354.00,0.0286
356.00,0.0284
358.00,0.0287
360.00,0.0281
362.00,0.0280
364.00,0.0281
366.00,0.0278
368.00,0.0279
370.00,0.0276
372.00,0.0290
374.00,0.0294
376.00,0.0297
378.00,0.0292
380.00,0.0284
382.00,0.0286
384.00,0.0281
386.00,0.0286
388.00,0.0284
390.00,0.0289
392.00,0.0289
394.00,0.0288
396.00,0.0289
398.00,0.0290
400.00,0.0291
402.00,0.0290
404.00,0.0298
406.00,0.0300
408.00,0.0304
410.00,0.0297
412.00,0.0295
414.00,0.0291
416.00,0.0288
418.00,0.0286
420.00,0.0283
422.00,0.0274
424.00,0.0267
426.00,0.0271
428.00,0.0277
430.00,0.0284
432.00,0.0282
434.00,0.0295
436.00,0.0299
438.00,0.0294
440.00,0.0281
442.00,0.0279
444.00,0.0283
446.00,0.0296
448.00,0.0299
450.00,0.0298
452.00,0.0288
454.00,0.0281
456.00,0.0283
458.00,0.0278
460.00,0.0281
462.00,0.0277
464.00,0.0284
466.00,0.0286
468.00,0.0294
470.00,0.0297
472.00,0.0302
474.00,0.0302
476.00,0.0301
478.00,0.0295
480.00,0.0294
482.00,0.0296
484.00,0.0295
486.00,0.0293
488.00,0.0286
490.00,0.0291
492.00,0.0291
494.00,0.0294
496.00,0.0295
498.00,0.0295
