"from3 - RawData"
"Wavelength nm.","T%"
190.00,0.0286
192.00,0.0291
194.00,0.0305
196.00,0.0305
198.00,0.0326
200.00,0.0329
202.00,0.0336
204.00,0.0329
206.00,0.0341
208.00,0.0342
210.00,0.0352
212.00,0.0355
214.00,0.0357
216.00,0.0358
218.00,0.0349
220.00,0.0351
222.00,0.0351
224.00,0.0357
226.00,0.0359
228.00,0.0363
230.00,0.0364
232.00,0.0364
234.00,0.0361
236.00,0.0365
238.00,0.0368
240.00,0.0370
242.00,0.0365
244.00,0.0363
246.00,0.0366
248.00,0.0368
250.00,0.0369
252.00,0.0367
254.00,0.0368
256.00,0.0366
258.00,0.0369
260.00,0.0366
262.00,0.0365
264.00,0.0359
266.00,0.0360
268.00,0.0363
270.00,0.0364
272.00,0.0365
274.00,0.0362
276.00,0.0363
278.00,0.0363
280.00,0.0361
282.00,0.0363
284.00,0.0360
286.00,0.0362
288.00,0.0362
290.00,0.0364
292.00,0.0361
294.00,0.0326
296.00,0.0289
298.00,0.0254
300.00,0.0252
302.00,0.0253
304.00,0.0254
306.00,0.0256
308.00,0.0252
310.00,0.0252
312.00,0.0247
314.00,0.0246
316.00,0.0247
318.00,0.0255
320.00,0.0253
322.00,0.0261
324.00,0.0257
326.00,0.0263
328.00,0.0253
330.00,0.0258
332.00,0.0253
334.00,0.0258
336.00,0.0251
338.00,0.0256
340.00,0.0250
342.00,0.0255
344.00,0.0250
346.00,0.0255
348.00,0.0247
350.00,0.0247
352.00,0.0237
354.00,0.0246
356.00,0.0246
358.00,0.0250
360.00,0.0246
362.00,0.0248
364.00,0.0249
366.00,0.0250
368.00,0.0247
370.00,0.0242
372.00,0.0246
374.00,0.0247
376.00,0.0255
378.00,0.0254
380.00,0.0252
382.00,0.0246
384.00,0.0243
386.00,0.0249
388.00,0.0247
390.00,0.0248
392.00,0.0250
394.00,0.0254
396.00,0.0249
398.00,0.0251
400.00,0.0258
402.00,0.0260
404.00,0.0256
406.00,0.0250
408.00,0.0253
410.00,0.0252
412.00,0.0254
414.00,0.0254
416.00,0.0256
418.00,0.0254
420.00,0.0254
422.00,0.0245
424.00,0.0246
426.00,0.0246
428.00,0.0255
430.00,0.0251
432.00,0.0254
434.00,0.0252
436.00,0.0254
438.00,0.0250
440.00,0.0248
442.00,0.0244
444.00,0.0248
446.00,0.0249
448.00,0.0257
450.00,0.0247
452.00,0.0243
454.00,0.0236
456.00,0.0239
458.00,0.0241
460.00,0.0244
462.00,0.0242
464.00,0.0245
466.00,0.0242
468.00,0.0245
470.00,0.0250
472.00,0.0255
474.00,0.0258
476.00,0.0249
478.00,0.0248
480.00,0.0246
482.00,0.0245
484.00,0.0255
486.00,0.0251
488.00,0.0256
490.00,0.0242
492.00,0.0242
494.00,0.0241
496.00,0.0244
498.00,0.0246
500.00,0.0246
502.00,0.0249
504.00,0.0250
506.00,0.0250
508.00,0.0247
510.00,0.0243
512.00,0.0240
514.00,0.0239
516.00,0.0238
518.00,0.0242
520.00,0.0242
522.00,0.0243
524.00,0.0248
526.00,0.0244
528.00,0.0252
530.00,0.0250
532.00,0.0256
534.00,0.0250
536.00,0.0246
538.00,0.0243
540.00,0.0244
542.00,0.0245
544.00,0.0245
546.00,0.0245
548.00,0.0248
550.00,0.0245
552.00,0.0243
554.00,0.0236
556.00,0.0238
558.00,0.0237
560.00,0.0238
562.00,0.0240
564.00,0.0243
566.00,0.0244
568.00,0.0241
570.00,0.0239
572.00,0.0236
574.00,0.0237
576.00,0.0239
578.00,0.0244
580.00,0.0244
582.00,0.0243
584.00,0.0241
586.00,0.0240
588.00,0.0242
590.00,0.0244
592.00,0.0243
594.00,0.0243
596.00,0.0243
598.00,0.0246
600.00,0.0243
602.00,0.0241
604.00,0.0239
606.00,0.0243
608.00,0.0242
610.00,0.0243
612.00,0.0240
614.00,0.0240
616.00,0.0236
618.00,0.0235
620.00,0.0238
622.00,0.0239
624.00,0.0241
626.00,0.0239
628.00,0.0241
630.00,0.0241
632.00,0.0243
634.00,0.0243
636.00,0.0247
638.00,0.0250
640.00,0.0250
642.00,0.0249
644.00,0.0248
646.00,0.0256
648.00,0.0264
650.00,0.0271
652.00,0.0279
654.00,0.0283
656.00,0.0289
658.00,0.0287
660.00,0.0282
662.00,0.0275
664.00,0.0272
666.00,0.0271
668.00,0.0269
670.00,0.0265
672.00,0.0265
674.00,0.0263
676.00,0.0269
678.00,0.0274
680.00,0.0288
682.00,0.0300
684.00,0.0315
686.00,0.0320
688.00,0.0321
690.00,0.0314
692.00,0.0305
694.00,0.0294
696.00,0.0285
698.00,0.0283
700.00,0.0281
702.00,0.0282
704.00,0.0285
706.00,0.0290
708.00,0.0293
710.00,0.0297
712.00,0.0311
714.00,0.0341
716.00,0.0406
718.00,0.0508
720.00,0.0677
722.00,0.0817
724.00,0.0891
726.00,0.0849
728.00,0.0757
730.00,0.0656
732.00,0.0573
734.00,0.0514
736.00,0.0480
738.00,0.0460
740.00,0.0452
742.00,0.0441
744.00,0.0435
746.00,0.0429
748.00,0.0431
750.00,0.0429
752.00,0.0427
754.00,0.0424
756.00,0.0424
758.00,0.0423
760.00,0.0420
762.00,0.0421
764.00,0.0420
766.00,0.0422
768.00,0.0419
770.00,0.0423
772.00,0.0422
774.00,0.0421
776.00,0.0420
778.00,0.0425
780.00,0.0425
782.00,0.0420
784.00,0.0417
786.00,0.0423
788.00,0.0422
790.00,0.0423
792.00,0.0419
794.00,0.0424
796.00,0.0425
798.00,0.0430
800.00,0.0437
802.00,0.0455
804.00,0.0481
806.00,0.0531
808.00,0.0628
810.00,0.0828
812.00,0.1259
814.00,0.2117
816.00,0.3606
818.00,0.5746
820.00,0.8313
822.00,1.0876
824.00,1.2973
826.00,1.4241
828.00,1.4557
830.00,1.3885
832.00,1.2204
834.00,1.0249
836.00,0.8154
838.00,0.6172
840.00,0.4522
842.00,0.3254
844.00,0.2366
846.00,0.1777
848.00,0.1412
850.00,0.1184
852.00,0.0991
854.00,0.0884
856.00,0.0791
858.00,0.0768
860.00,0.0739
862.00,0.0743
864.00,0.0738
866.00,0.0723
868.00,0.0713
870.00,0.0711
872.00,0.0730
874.00,0.0730
876.00,0.0754
878.00,0.0763
880.00,0.0812
882.00,0.0875
884.00,0.0950
886.00,0.1052
888.00,0.1176
890.00,0.1396
892.00,0.1724
894.00,0.2280
896.00,0.3140
898.00,0.4423
900.00,0.6157
902.00,0.8044
904.00,0.9589
906.00,1.0236
908.00,0.9865
910.00,0.8642
912.00,0.7027
914.00,0.5429
916.00,0.4171
918.00,0.3300
920.00,0.2760
922.00,0.2419
924.00,0.2207
926.00,0.2088
928.00,0.2046
930.00,0.2052
932.00,0.2109
934.00,0.2217
936.00,0.2391
938.00,0.2650
940.00,0.3004
942.00,0.3526
944.00,0.4294
946.00,0.5515
948.00,0.7576
950.00,1.1230
952.00,1.7767
954.00,2.8338
956.00,4.2693
958.00,5.8079
960.00,6.9847
962.00,7.3736
964.00,6.8289
966.00,5.6029
968.00,4.1566
970.00,2.8891
972.00,1.9874
974.00,1.4199
976.00,1.0981
978.00,0.9033
980.00,0.7835
982.00,0.7043
