"1180_1 - RawData"
"Wavelength nm.","T%"
190.00,0.2320
192.00,0.2519
194.00,0.2776
196.00,0.2980
198.00,0.3114
200.00,0.3208
202.00,0.3267
204.00,0.3304
206.00,0.3348
208.00,0.3379
210.00,0.3416
212.00,0.3437
214.00,0.3458
216.00,0.3480
218.00,0.3500
220.00,0.3527
222.00,0.3544
224.00,0.3556
226.00,0.3561
228.00,0.3570
230.00,0.3576
232.00,0.3587
234.00,0.3599
236.00,0.3609
238.00,0.3622
240.00,0.3630
242.00,0.3634
244.00,0.3635
246.00,0.3636
248.00,0.3647
250.00,0.3651
252.00,0.3658
254.00,0.3664
256.00,0.3667
258.00,0.3662
260.00,0.3658
262.00,0.3656
264.00,0.3657
266.00,0.3655
268.00,0.3660
270.00,0.3658
272.00,0.3656
274.00,0.3659
276.00,0.3666
278.00,0.3677
280.00,0.3680
282.00,0.3683
284.00,0.3679
286.00,0.3675
288.00,0.3670
290.00,0.3662
292.00,0.3653
294.00,0.3326
296.00,0.3021
298.00,0.2717
300.00,0.2715
302.00,0.2700
304.00,0.2695
306.00,0.2714
308.00,0.2729
310.00,0.2735
312.00,0.2745
314.00,0.2744
316.00,0.2744
318.00,0.2732
320.00,0.2730
322.00,0.2725
324.00,0.2724
326.00,0.2722
328.00,0.2725
330.00,0.2725
332.00,0.2733
334.00,0.2734
336.00,0.2741
338.00,0.2741
340.00,0.2751
342.00,0.2744
344.00,0.2744
346.00,0.2735
348.00,0.2742
350.00,0.2749
352.00,0.2761
354.00,0.2768
356.00,0.2777
358.00,0.2796
360.00,0.2770
362.00,0.2741
364.00,0.2698
366.00,0.2709
368.00,0.2715
370.00,0.2733
372.00,0.2745
374.00,0.2755
376.00,0.2759
378.00,0.2763
380.00,0.2777
382.00,0.2779
384.00,0.2784
386.00,0.2779
388.00,0.2790
390.00,0.2791
392.00,0.2806
394.00,0.2802
396.00,0.2816
398.00,0.2816
400.00,0.2812
402.00,0.2794
404.00,0.2790
406.00,0.2806
408.00,0.2824
410.00,0.2850
412.00,0.2867
414.00,0.2884
416.00,0.2885
418.00,0.2879
420.00,0.2856
422.00,0.2841
424.00,0.2843
426.00,0.2851
428.00,0.2851
430.00,0.2832
432.00,0.2832
434.00,0.2822
436.00,0.2819
438.00,0.2816
440.00,0.2817
442.00,0.2822
444.00,0.2812
446.00,0.2809
448.00,0.2799
450.00,0.2784
452.00,0.2772
454.00,0.2750
456.00,0.2736
458.00,0.2709
460.00,0.2693
462.00,0.2682
464.00,0.2704
466.00,0.2761
468.00,0.2856
470.00,0.2967
472.00,0.3044
474.00,0.3073
476.00,0.3037
478.00,0.2988
480.00,0.2937
482.00,0.2896
484.00,0.2873
486.00,0.2864
488.00,0.2872
490.00,0.2876
492.00,0.2882
494.00,0.2881
496.00,0.2884
498.00,0.2885
500.00,0.2886
502.00,0.2882
504.00,0.2876
506.00,0.2883
508.00,0.2884
510.00,0.2893
512.00,0.2888
514.00,0.2890
516.00,0.2888
518.00,0.2887
520.00,0.2885
522.00,0.2882
524.00,0.2887
526.00,0.2892
528.00,0.2900
530.00,0.2874
532.00,0.2860
534.00,0.2843
536.00,0.2861
538.00,0.2868
540.00,0.2876
542.00,0.2883
544.00,0.2891
546.00,0.2898
548.00,0.2907
550.00,0.2907
552.00,0.2906
554.00,0.2895
556.00,0.2890
558.00,0.2874
560.00,0.2871
562.00,0.2853
564.00,0.2851
566.00,0.2842
568.00,0.2844
570.00,0.2842
572.00,0.2843
574.00,0.2856
576.00,0.2876
578.00,0.2900
580.00,0.2916
582.00,0.2925
584.00,0.2924
586.00,0.2924
588.00,0.2916
590.00,0.2905
592.00,0.2896
594.00,0.2891
596.00,0.2889
598.00,0.2887
600.00,0.2879
602.00,0.2876
604.00,0.2869
606.00,0.2864
608.00,0.2853
610.00,0.2844
612.00,0.2838
614.00,0.2840
616.00,0.2836
618.00,0.2838
620.00,0.2835
622.00,0.2841
624.00,0.2838
626.00,0.2840
628.00,0.2843
630.00,0.2846
632.00,0.2845
634.00,0.2847
636.00,0.2850
638.00,0.2842
640.00,0.2842
642.00,0.2850
644.00,0.2863
646.00,0.2870
648.00,0.2867
650.00,0.2870
652.00,0.2855
654.00,0.2837
656.00,0.2819
658.00,0.2844
660.00,0.2891
662.00,0.2944
664.00,0.2978
666.00,0.3002
668.00,0.3016
670.00,0.3014
672.00,0.2995
674.00,0.2975
676.00,0.2964
678.00,0.2963
680.00,0.2964
682.00,0.2966
684.00,0.2975
686.00,0.2992
